Dataset,Method,Hardness,Spearman Rho,p-value,low_recall
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,post_filter,correlation,0.23636363636363633,0.5108853175152002,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,nhq,Post_Hardness,-0.9272727272727272,0.00011203450639397582,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,nhq,selectivity,0.9761904761904763,3.3143960262001043e-05,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,nhq,correlation,-0.049999999999999996,0.8983528043506301,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,rwalks,Post_Hardness,-0.9272727272727272,0.00011203450639397582,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,rwalks,selectivity,0.9179373709568976,0.0001795302177889845,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,rwalks,correlation,-0.03333333333333333,0.932156735540504,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ACORN,Post_Hardness,-0.8787878787878788,0.0008138621117322101,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ACORN,selectivity,0.7173285415424762,0.019528343138302953,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ACORN,correlation,0.0303030303030303,0.9337729580941466,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ung,Post_Hardness,0.8424242424242423,0.0022200312259168407,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ung,selectivity,-0.9848069807617047,2.2888344854823716e-07,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ung,correlation,-0.13939393939393938,0.7009318849100584,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,pre_filter,Post_Hardness,0.8909090909090909,0.0005421442248338665,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,pre_filter,selectivity,-0.3708223816448394,0.2914682712989585,0
sift1m_A12_12_12_12_12_12_12_12_12_12_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,pre_filter,correlation,0.07878787878787878,0.8287173946974606,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,post_filter,Post_Hardness,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,post_filter,selectivity,0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,post_filter,correlation,0.19999999999999998,0.5795840000000001,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,nhq,Post_Hardness,-0.8303030303030302,0.0029402270232795065,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,nhq,selectivity,0.9393939393939393,5.484052998513666e-05,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,nhq,correlation,0.12727272727272726,0.7260570147627894,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,rwalks,Post_Hardness,-0.7939393939393938,0.0060999233136969115,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,rwalks,selectivity,0.17575757575757575,0.6271883447764844,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,rwalks,correlation,0.7939393939393938,0.0060999233136969115,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,ACORN,Post_Hardness,-0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,ACORN,selectivity,0.9151515151515152,0.0002044724061488323,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,ACORN,correlation,0.11515151515151514,0.7514196523258483,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,ung,Post_Hardness,0.8909090909090909,0.0005421442248338665,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,ung,selectivity,-0.7575757575757575,0.011143446799694208,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,ung,correlation,0.0303030303030303,0.9337729580941466,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,pre_filter,Post_Hardness,0.7333333333333332,0.01580059625057158,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,pre_filter,selectivity,-0.8424242424242423,0.0022200312259168407,0
sift1m_A3_12_12_12_random_0.5_0.5_0.5_0.0_0.0_0.0,pre_filter,correlation,-0.2121212121212121,0.5563057751029299,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,post_filter,Post_Hardness,-0.9636363636363635,7.320974809529922e-06,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,post_filter,selectivity,0.9833333333333333,1.9361963037459243e-06,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,post_filter,correlation,0.29696969696969694,0.4047016712701569,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,nhq,Post_Hardness,-0.9878787878787878,9.307459988955517e-08,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,nhq,selectivity,0.9999999999999999,6.646897422032013e-64,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,nhq,correlation,0.2606060606060606,0.4670890543863402,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,rwalks,Post_Hardness,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,rwalks,selectivity,0.8424242424242423,0.0022200312259168407,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,rwalks,correlation,0.22424242424242422,0.5334005612725947,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ACORN,Post_Hardness,-0.9636363636363635,7.320974809529922e-06,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ACORN,selectivity,0.8545454545454544,0.0016368033159867143,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ACORN,correlation,0.1515151515151515,0.6760651759978538,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ung,Post_Hardness,0.9515151515151514,2.279854920641689e-05,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ung,selectivity,-0.9030303030303028,0.00034361219776328223,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,ung,correlation,0.11515151515151514,0.7514196523258483,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,pre_filter,Post_Hardness,0.5757575757575757,0.08155281477260236,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,pre_filter,selectivity,-0.6727272727272726,0.0330412225454377,0
sift1m_A12_3_3_3_3_3_3_3_3_3_3_3_3_random_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.5_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0_0.0,pre_filter,correlation,-0.5636363636363636,0.08972402831709125,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,post_filter,Post_Hardness,-1.0,0.0,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,post_filter,selectivity,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,post_filter,correlation,0.7833333333333333,0.012519873019449882,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,nhq,Post_Hardness,-0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,nhq,selectivity,0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,nhq,correlation,0.8424242424242423,0.0022200312259168407,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,rwalks,Post_Hardness,-0.9393939393939393,5.484052998513666e-05,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,rwalks,selectivity,0.7818181818181817,0.007547007781067878,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,rwalks,correlation,0.8333333333333333,0.005265691029161748,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,ACORN,Post_Hardness,-0.9636363636363635,7.320974809529922e-06,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,ACORN,selectivity,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,ACORN,correlation,0.8424242424242423,0.0022200312259168407,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,ung,Post_Hardness,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,ung,selectivity,-0.9636363636363635,7.320974809529922e-06,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,ung,correlation,-0.19999999999999998,0.5795840000000001,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,pre_filter,Post_Hardness,0.6,0.06668799999999996,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,pre_filter,selectivity,-0.8787878787878788,0.0008138621117322101,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.5_0.5_0.5,pre_filter,correlation,-0.7454545454545454,0.013330146315440047,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,post_filter,Post_Hardness,-1.0,0.0,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,post_filter,selectivity,1.0,0.0,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,post_filter,correlation,0.9761904761904763,3.3143960262001043e-05,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,nhq,Post_Hardness,-0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,nhq,selectivity,0.8909090909090909,0.0005421442248338665,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,nhq,correlation,0.9515151515151514,2.279854920641689e-05,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,rwalks,Post_Hardness,-1.0,0.0,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,rwalks,selectivity,0.9151515151515152,0.0002044724061488323,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,rwalks,correlation,0.9761904761904763,3.3143960262001043e-05,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,ACORN,Post_Hardness,-0.4424242424242424,0.20042268671194224,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,ACORN,selectivity,0.8181818181818182,0.0038149200825507135,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,ACORN,correlation,0.9515151515151514,2.279854920641689e-05,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,ung,Post_Hardness,0.5636363636363636,0.08972402831709125,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,ung,selectivity,-0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,ung,correlation,0.8424242424242423,0.0022200312259168407,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,pre_filter,Post_Hardness,0.9636363636363635,7.320974809529922e-06,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,pre_filter,selectivity,-0.8060606060606059,0.004862061101964606,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_1.0_1.0_1.0,pre_filter,correlation,-0.9515151515151514,2.279854920641689e-05,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,post_filter,Post_Hardness,-0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,post_filter,selectivity,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,post_filter,correlation,0.8833333333333333,0.0015905004234978686,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,nhq,Post_Hardness,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,nhq,selectivity,0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,nhq,correlation,0.8909090909090909,0.0005421442248338665,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,rwalks,Post_Hardness,-0.9636363636363635,7.320974809529922e-06,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,rwalks,selectivity,0.8181818181818182,0.0038149200825507135,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,rwalks,correlation,0.8833333333333333,0.0015905004234978686,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,ACORN,Post_Hardness,-0.9151515151515152,0.0002044724061488323,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,ACORN,selectivity,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,ACORN,correlation,0.8303030303030302,0.0029402270232795065,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,ung,Post_Hardness,0.9515151515151514,2.279854920641689e-05,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,ung,selectivity,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,ung,correlation,0.12727272727272726,0.7260570147627894,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,pre_filter,Post_Hardness,0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,pre_filter,selectivity,-0.9272727272727272,0.00011203450639397582,0
sift1m_A3_12_12_12_zipf_0.5_0.5_0.5_0.0_0.5_1.0,pre_filter,correlation,-0.9030303030303028,0.00034361219776328223,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,post_filter,Post_Hardness,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,post_filter,selectivity,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,post_filter,correlation,0.18787878787878787,0.603217610029209,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,nhq,Post_Hardness,-0.9757575757575757,1.4675461874042197e-06,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,nhq,selectivity,0.9636363636363635,7.320974809529922e-06,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,nhq,correlation,0.19999999999999998,0.5795840000000001,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,rwalks,Post_Hardness,-0.7939393939393938,0.0060999233136969115,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,rwalks,selectivity,0.7212121212121211,0.018573155089460208,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,rwalks,correlation,0.10303030303030303,0.7769984634438898,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,ACORN,Post_Hardness,-0.9636363636363635,7.320974809529922e-06,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,ACORN,selectivity,0.9151515151515152,0.0002044724061488323,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,ACORN,correlation,0.18787878787878787,0.603217610029209,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,ung,Post_Hardness,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,ung,selectivity,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,ung,correlation,0.05454545454545454,0.8810361811618526,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,pre_filter,Post_Hardness,0.8545454545454544,0.0016368033159867143,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,pre_filter,selectivity,-0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_zipf_0.0_0.0_0.0_0.0_0.0_0.0,pre_filter,correlation,0.1515151515151515,0.6760651759978538,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,post_filter,Post_Hardness,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,post_filter,selectivity,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,post_filter,correlation,0.18787878787878787,0.603217610029209,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,nhq,Post_Hardness,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,nhq,selectivity,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,nhq,correlation,0.13939393939393938,0.7009318849100584,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,rwalks,Post_Hardness,-0.6242424242424242,0.053717767217167395,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,rwalks,selectivity,0.2727272727272727,0.44583834154275137,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,rwalks,correlation,0.13939393939393938,0.7009318849100584,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,ACORN,Post_Hardness,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,ACORN,selectivity,0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,ACORN,correlation,0.13939393939393938,0.7009318849100584,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,ung,Post_Hardness,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,ung,selectivity,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,ung,correlation,0.006060606060606061,0.9867429111949892,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,pre_filter,Post_Hardness,0.9151515151515152,0.0002044724061488323,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,pre_filter,selectivity,-0.8060606060606059,0.004862061101964606,0
sift1m_A3_12_12_12_zipf_0.8_0.8_0.8_0.0_0.0_0.0,pre_filter,correlation,-0.0303030303030303,0.9337729580941466,0
sift1m_A3_12_12_12_zipf_0.0_0.5_0.8_0.0_0.0_0.0,post_filter,Post_Hardness,-0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.0_0.5_0.8_0.0_0.0_0.0,post_filter,selectivity,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.0_0.5_0.8_0.0_0.0_0.0,post_filter,correlation,0.18787878787878787,0.603217610029209,0
sift1m_A3_12_12_12_zipf_0.0_0.5_0.8_0.0_0.0_0.0,nhq,Post_Hardness,-0.9878787878787878,9.307459988955517e-08,0
sift1m_A3_12_12_12_zipf_0.0_0.5_0.8_0.0_0.0_0.0,nhq,selectivity,0.9999999999999999,6.646897422032013e-64,0
sift1m_A3_12_12_12_zipf_0.0_0.5_0.8_0.0_0.0_0.0,nhq,correlation,0.13939393939393938,0.7009318849100584,0
sift1m_A3_12_12_12_zipf_0.0_0.5_0.8_0.0_0.0_0.0,rwalks,Post_Hardness,-0.709090909090909,0.021665923367532435,0
